LINK	ORIGINAL	TAKEN	UPLOADED	TITLE	PHOTOGRAPHER	PHOTOGRAPHERLOC	DESC	VIEWS	TAG	COCODESC1	COCODESC2	COCODESC3	COCODESC4	COCODESC5	LATITUDE	LONGITUDE	COUNTRY	COCOTAG	COCOTAGDESC	COCOKEY	COCOSTUFF	STUFFDESC	X	Y	Z	AA	AB	AC	AD	AE	AF	AG	AH	AI	AJ	AK	AL	AM	AN	AO	AP	AQ	AR	AS	AT	AU	AV	AW	AX	AY	AZ	BA	BB	BC	BD	BE	BF	BG	BH	BI	BJ	BK	BL	BM	BN	BO	BP	BQ	BR	BS	BT	BU	BV
http://flickr.com/photo.gne?id=9346430641_6c0e82c88d_z.jpg	http://farm3.staticflickr.com/2894/9346430641_6c0e82c88d_z.jpg	2013-04-11 16:10:49	2013-07-23	ATAC Electric Bus, Via di Porta Pinciana, Rome, Lazio	David McKelvey	Brisbane, Australia	<b><a href="http://en.wikipedia.org/wiki/ATAC_SpA" rel="noreferrer nofollow">ATAC</a></b> (Tramways Company and Coach of the Municipality of Rome) is the company that runs most of the public transportation network in Rome and its surrounding municipalities. Four million trips daily are made using ATAC services, transporting 1,148,966,529 passengers in 2009. <b><a href="http://en.wikipedia.org/wiki/ATAC_SpA" rel="noreferrer nofollow">en.wikipedia.org</a></b>.- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - .In an effort to minimize pollution in the small backstreets of the historic center, the city has established several electric bus lines to navigate alleyways barely wide enough for a Vespa. See <b><a href="http://www.rome.info/transportation/" rel="noreferrer nofollow">www.rome.info</a></b>	864	2013; Europe; Italia; Italy; Roma; Rome; Via di Porta Pinciana; Lazio; ATAC; electric; bus; 	A small bus parked in front of a bus stop.	A large bus on a open city street.	A small city bus with advertising on the side and back	Advertisements covered bus stopped on a city street.	A bus is parked next to the sidewalk.	41.908664	12.487281	Italy	./database/coco_tag/147223.png	car; car; bus; car; car; 	NULL	./database/coco_stuff/147223.png	building-other; metal; pavement; road; tree; other; 																																																			
http://flickr.com/photo.gne?id=3283552917_85b71021ba_z.jpg	http://farm4.staticflickr.com/3409/3283552917_85b71021ba_z.jpg	2009-01-28 22:45:18	2009-02-16	Westpunt Pelican	Bas Leenders	Utrecht, The Netherlands	I have a strong suspicion they've nurtured these two pelicans into living at this beach, to please the tourists. But I could be wrong.	692	caribbean; curaçao; beach; bird; lime-magazine; clouds; Pelecanus Occidentalis; .info; 	A bird is perched on a large rock near the shore.	a large bird perched on a rock on a beach next to the ocean	The animal is sitting on the rocks looking at the water	A bird that is sitting on a rock near the water.	The large bird stands on rocks near the beach.	12.372365	-69.153614	Curacao	./database/coco_tag/55299.png	bird; umbrella; umbrella; 	NULL	./database/coco_stuff/55299.png	clouds; mountain; rock; sand; sea; tree; other; 																																																			
http://flickr.com/photo.gne?id=9733077679_c6471c1a75_z.jpg	http://farm6.staticflickr.com/5498/9733077679_c6471c1a75_z.jpg	2013-04-14 12:12:11	2013-09-13	SNCF Intercités train, Marseille Saint-Charles, France	David McKelvey	Brisbane, Australia	<b><a href="http://en.wikipedia.org/wiki/Intercités" rel="noreferrer nofollow">Intercités</a></b> is a brand name used by France’s national railway company, SNCF, to denote non high speed services on the 'classic' network in France. SNCF established the <b><a href="http://en.wikipedia.org/wiki/Intercités" rel="noreferrer nofollow">Intercités</a></b> brand in January 2006 to capture the remaining, mainly medium distance network of Corail trains, so called because they use the air-conditioned fleet of 'Corail' coaches introduced by SNCF from 1975. ..Corail coaches were revolutionary compared to the vast array of older stock that they replaced and have always been noted for their superb ride quality. <b><a href="http://en.wikipedia.org/wiki/Intercités" rel="noreferrer nofollow">Intercités</a></b> covers all the important SNCF routes not served by the TGV network. ..Since December 2011, the Téoz (long distance reservation obligatory trains) and Intercité de nuit (overnight sleeper train) brands have been re-integrated and the <b><a href="http://en.wikipedia.org/wiki/Intercités" rel="noreferrer nofollow">Intercités</a></b> brand now covers all non-high speed SNCF national-network passenger services. <b><a href="http://en.wikipedia.org/wiki/Intercités" rel="noreferrer nofollow">en.wikipedia.org</a></b>	1509	2013; Europe; France; Gare; Intercités; Marseille; Marseille St Charles; railway; Saint-Charles; sncf; Station; train; 	an image of a subway bus going thru the subway station	A train passing by with empty seats on it. 	This is a multi colored train at this train station	A silver and orange train in a train station.	a close up of a train with a view inside	43.303811	5.38195	France	./database/coco_tag/482978.png	train; chair; 	NULL	./database/coco_stuff/482978.png	ceiling-other; sky-other; other; 																																																			
http://flickr.com/photo.gne?id=5530636215_4fd0c715ba_z.jpg	http://farm6.staticflickr.com/5215/5530636215_4fd0c715ba_z.jpg	2010-08-28 15:06:19	2011-03-16	Toronto (CityPlace)	JasonParis	Toronto, Canada	Construction everywhere! (@ CityPlace condos)	1441	Toronto; Ontario; CityPlace; Concord; Condo; Development; Crane; Cranes; Stop Sign; Fort York; 	A red stop sign next to a blue street sign.	A stop sign sits below a construction site.	a construction site sits in front of a stop sign 	The Fort York Blvd. sign is very close to the stop sign.	Two cranes behind a stop sign and a street sign indicating Fort York Blvd.	43.638975	-79.397308	Canada	./database/coco_tag/95899.png	stop sign; 	NULL	./database/coco_stuff/95899.png	metal; sky-other; other; 																																																			
http://flickr.com/photo.gne?id=4924588404_ebe3586183_z.jpg	http://farm5.staticflickr.com/4140/4924588404_ebe3586183_z.jpg	2010-08-24 15:15:36	2010-08-24	tiny boat on the chicago river.	clarkmaxwell	NULL		879	3:15; boat; chicago; chicago river; loop; tiltshift; watertaxi; 	A Chicago logo boat is traveling in the water. 	A yellow boat with people is in a canal.	A small model yellow boat floating on top of a river.	a yellow and black boat on a narrow river in a city	A small yellow boat on the water carrying passengers.	41.882094	-87.638207	United States	./database/coco_tag/178744.png	boat; person; person; person; person; person; person; person; person; person; 	./database/coco_key/178744.png	./database/coco_stuff/178744.png	bridge; building-other; river; sky-other; other; 																																																			
http://flickr.com/photo.gne?id=5918733618_21767a23de_z.jpg	http://farm7.staticflickr.com/6124/5918733618_21767a23de_z.jpg	2011-06-09 00:01:14	2011-07-09	African Elephant	Carol Foil	Baton Rouge	Masai Mara	176		A mother looks after a baby elephant in the wild.	A large elephant and a baby elephant walking in tall grass.	A big elephant and a little elephant walking 	A mother elephant with her young one walking around.	a couple of elephants that are walking in some grass	-1.447123	35.048103	Kenya	./database/coco_tag/94852.png	elephant; elephant; 	NULL	./database/coco_stuff/94852.png	fog; grass; tree; other; 																																																			
http://flickr.com/photo.gne?id=4902988431_6724aa330e_z.jpg	http://farm5.staticflickr.com/4122/4902988431_6724aa330e_z.jpg	2010-08-17 15:00:15	2010-08-18	yellow shoes and nice tattoos	Jason Verwey	Toronto, ON, Canada	Yellow shoes and nice tattoos ;)..Church Street.Toronto, ON Canada 	316	Toronto; photography; random; street photography; dog; dog walker; yellow; shoes; tattoo; ipod; 	A woman walking a small white dog down a street.	A woman is walking with a dog trailing behind her on a leash. 	Woman walking a small white dog behind her. 	A woman in a halter top and bellbottoms is walking her dog.	A woman with headphones in walking her white dog.	43.657409	-79.377765	Canada	./database/coco_tag/295478.png	dog; person; handbag; 	./database/coco_key/295478.png	./database/coco_stuff/295478.png	door-stuff; ground-other; wall-brick; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=8203831740_193863840c_z.jpg	http://farm9.staticflickr.com/8199/8203831740_193863840c_z.jpg	2012-11-20 11:54:54	2012-11-20	Unattended luggage is subject to search, inspection, and removal.	Christopher Tassava	Minneapolis, United States		40	instagram app; square; square format; iphoneography; uploaded:by=instagram; foursquare:venue=4bbe8a57006dc9b67868fb3f; 	A table topped with bags of luggage and purses.	A table has suitcases leaning on it and clothes on top.	Luggage and coats lined up at portable tables	Several suitcases on wheels leaning up against one long table with chairs.	Standing suit cases being stored in a room.	44.461342	-93.156012	United States	./database/coco_tag/115245.png	backpack; suitcase; suitcase; backpack; suitcase; chair; chair; chair; chair; chair; backpack; handbag; person; person; chair; person; 	./database/coco_key/115245.png	./database/coco_stuff/115245.png	clothes; floor-wood; metal; plastic; rug; table; textile-other; towel; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=5958432526_fb05debe86_z.jpg	http://farm7.staticflickr.com/6150/5958432526_fb05debe86_z.jpg	2011-06-16 09:17:20	2011-07-20	Grevy's Zebra	Carol Foil	Baton Rouge	Samburu District, Kenya	314		The zebras are standing around and grazing in the pasture.	A herd of zebras is grazing on the plains in the sunshine.	A group of zebra grazing grass with a backdrop of bushes.	A bunch of zebras eating grass in a field.	A group of zebras grazing in the grass.	0.623118	37.634439	Kenya	./database/coco_tag/54123.png	zebra; zebra; zebra; zebra; zebra; zebra; 	NULL	./database/coco_stuff/54123.png	bush; grass; straw; other; 																																																			
http://flickr.com/photo.gne?id=8460438659_f6a4c0a934_z.jpg	http://farm9.staticflickr.com/8106/8460438659_f6a4c0a934_z.jpg	2013-02-09 16:20:54	2013-02-10	IMG-09-02-2013-0233_WEB	Jason Gregg	NULL	Saturday adult lesson	160	Moggill; Queensland; Equestrian; Horse; Riverside Equestrian Centre; 	two ladies riding horses there's a reflection of one of them in a mirror	A woman in black riding a horse by a mirror.	a person riding on top of a horse	Group of people riding horseback along a dirt path	A woman riding a horse and looking at her reflection in a mirror.	-27.580844	152.866548	Australia	./database/coco_tag/303653.png	horse; horse; horse; chair; person; person; person; 	./database/coco_key/303653.png	./database/coco_stuff/303653.png	bush; dirt; grass; mirror-stuff; plant-other; tree; other; 																																																			
http://flickr.com/photo.gne?id=5967535194_c90bfa09fe_z.jpg	http://farm7.staticflickr.com/6001/5967535194_c90bfa09fe_z.jpg	2011-07-17 14:01:09	2011-07-23	Skiing and snowboarding Naches Peak Ridge	brewbooks	near Seattle, USA	Snowboarder and skier on downhill run.just below  Naches Peak 6,296 feet (1,919 meters).Mount Rainier National Park..I think Dewey Lake (frozen over) is below..082	1600	hiking; Washington; Mount Rainier National Park; snow; ski; snowboard; 	a couple of people on skis sit on top of a snowy hill 	Two skiers taking in the view of the mountain range on a cloudy day. 	The two people stand on the snow in skis. 	Two men are standing atop a snowy hill top.	Two skiers looking out at the view from a high cliff 	46.865465	-121.506997	United States	./database/coco_tag/451144.png	person; person; skis; backpack; 	./database/coco_key/451144.png	./database/coco_stuff/451144.png	clouds; mountain; snow; tree; other; 																																																			
http://flickr.com/photo.gne?id=4208826429_3432119060_z.jpg	http://farm5.staticflickr.com/4049/4208826429_3432119060_z.jpg	2009-12-23 13:49:06	2009-12-23	Huge brunch! Texas caviar & peanut butter banana	jessica mullen	Cleveland	  <a href="http://posterous.com" rel="noreferrer nofollow">Posted via email</a>  from <a href="http://healthstream.posterous.com/huge-brunch-texas-caviar-and-peanut-butter-ba" rel="noreferrer nofollow">Jessica Mullen's Health Lifestream</a>  	322		a banana is laying on a small plate	A banana that is sitting on a plate.	A banana sitting next to a dollop of butterscotch.	A white plate topped with a banana and pudding.	A peeled banana and sauce on a plate.	30.262	-97.713834	United States	./database/coco_tag/13004.png	banana; dining table; 	NULL	./database/coco_stuff/13004.png	table; other; 																																																			
http://flickr.com/photo.gne?id=3133952076_f93ce671e3_z.jpg	http://farm4.staticflickr.com/3283/3133952076_f93ce671e3_z.jpg	2008-12-24 14:08:30	2008-12-24	Fresh Vegetables	Ian May	London, England	Brocolli and carrots ready to go into the steamer.	2767	food; vegetables; 	White bowl full of chopped carrots and broccoli.	Broccoli and carrots together in a bowl on a table.	A bowl of cut up raw carrots and broccoli.	a close up of a bowl of carrots and broccoli	A white bowl that includes carrots and broccoli.	32.91115	-80.02265	United States	./database/coco_tag/157390.png	broccoli; broccoli; broccoli; broccoli; broccoli; broccoli; bowl; broccoli; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; carrot; dining table; carrot; carrot; carrot; carrot; carrot; 	NULL	./database/coco_stuff/157390.png	textile-other; other; 																																																			
http://flickr.com/photo.gne?id=4582327984_284ae76c5d_z.jpg	http://farm4.staticflickr.com/3312/4582327984_284ae76c5d_z.jpg	2010-05-05 12:54:46	2010-05-05	Coppa	wu_135	94305		44	wf; sandwich; panino; whole foods; rwc; 	Several sandwiches sitting on a window display together. 	A sandwich display and a sign at an eatery.	A display case shows off a sandwich with a sign	A display case holding a sandwich with meat and cheese.	A deli display case with sandwiches and strawberries.	37.482677	-122.230221	United States	./database/coco_tag/393014.png	sandwich; sandwich; hot dog; hot dog; 	NULL	./database/coco_stuff/393014.png	food-other; fruit; furniture-other; metal; paper; other; 																																																			
http://flickr.com/photo.gne?id=8603043646_26169ccc79_z.jpg	http://farm9.staticflickr.com/8126/8603043646_26169ccc79_z.jpg	2013-03-09 17:49:12	2013-03-30		Matt Straumann	Sydney, Australia	Surf	229		A young man riding a surfboard on a wave.	A surfer wearing red and black shorts rides a white surf board.	A man dodges waves on a surf board	A young man surfing on a small patch of rough water in the ocean	Man in shorts and a t-shirt surfing in the ocean	-33.364728	151.498203	Australia	./database/coco_tag/561223.png	person; surfboard; 	./database/coco_key/561223.png	./database/coco_stuff/561223.png	sea; other; 																																																			
http://flickr.com/photo.gne?id=7857205982_aecc8b8a38_z.jpg	http://farm8.staticflickr.com/7276/7857205982_aecc8b8a38_z.jpg	2012-08-10 12:20:31	2012-08-25	New Orleans - French Quarter - Jackson Square - The 1850 House - Bedroom	Jared	Clermont		1818	New; Orleans; French; Quarter; Jackson; Square; The; 1850; House; Bedroom; bed; museum; louisiana; la; august; 2012; nola; no; 	The antique bed has elaborate wood decoration on the frame..	A Victorian style bed, and vanity in a room.	A bedroom with a framed bed and a vanity.	The big carved wooden bed is in the room.	An odd bed sits near two separate windows.	29.958113	-90.062484	United States	./database/coco_tag/263644.png	bed; 	NULL	./database/coco_stuff/263644.png	cabinet; carpet; ceiling-other; clothes; furniture-other; mirror-stuff; textile-other; wall-concrete; window-other; other; 																																																			
http://flickr.com/photo.gne?id=3911103544_01be7ea587_z.jpg	http://farm3.staticflickr.com/2473/3911103544_01be7ea587_z.jpg	2009-08-04 22:26:37	2009-09-11	David Ferrer en el Tenis Playa	Miguel Vera	Oviedo, Asturias	Otra figura de nivel internacional que se pasó este verano por Luanco y que, a la postre, ganó el torneo	580	david; ferrer; tenis; tennis; playa; beach; tenis playa; luanco; asturias; spain; sport; 	A man serving a tennis ball on top of a tennis court.	A man playing a tennis match is serving a tennis ball.	A MAN IS  PLAYING TENNIS ON THE TENNIS COURT	A tennis player that is serving the ball.	A man on a tennis court about to hit the ball.	43.613956	-5.791844	Spain	./database/coco_tag/88970.png	sports ball; person; tennis racket; 	./database/coco_key/88970.png	./database/coco_stuff/88970.png	clothes; playingfield; textile-other; other; 																																																			
http://flickr.com/photo.gne?id=5435897535_a9b3e0a053_z.jpg	http://farm5.staticflickr.com/4135/5435897535_a9b3e0a053_z.jpg	2010-12-07 22:36:35	2011-02-11	London, UK (Westminster)	JasonParis	Toronto, Canada	Mmmmm, 04:30 in the morning pizza!	29	London; UK; United Kingdom; Britain; Westminster; Pizza; 	A COUPLE WEARING HEAVY COATS LAUGHING WHILE EATING PIZZA.	A woman eating a piece of pizza standing next to a man.	Two youths wearing parka style coats, one eating and the other laughing.	Two people with heavy winter coats are eating	Young woman wearing winter clothing alongside friend preparing to eat slice of pizza.	51.515059	-0.130065	United Kingdom	./database/coco_tag/19402.png	person; person; pizza; 	./database/coco_key/19402.png	./database/coco_stuff/19402.png	clothes; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=2417338430_30030c1974_z.jpg	http://farm4.staticflickr.com/3006/2417338430_30030c1974_z.jpg	2008-04-13 12:50:42	2008-04-15	kite on beach	paul makinen	Manchester, UK		79	southport; kite; wind; water; beach; 	An old man is flying his kite in the middle of no where.	an image of a man walking on the sand	A person flying a kite in sandy, watery area.	A person flying a kite on wet sand.	A man flying a kite at the beach near the ocean	53.653083	-3.006134	United Kingdom	./database/coco_tag/577959.png	person; kite; 	./database/coco_key/577959.png	./database/coco_stuff/577959.png	clouds; sand; other; 																																																			
http://flickr.com/photo.gne?id=3502169097_5b56226d54_z.jpg	http://farm4.staticflickr.com/3606/3502169097_5b56226d54_z.jpg	2009-05-04 18:53:38	2009-05-05	The Pie Pizzeria Ogden - Dine in, Takeout and Delivery	eEditor	UT, USA	Chicken ranch pizza extrordinaire!	125		A young girl standing in front of a pizza.	A little girl looking at a pizza pie	A young girl looking at a huge pizza in amazement.	A child is amazed by a very large pizza.	A girl in a brown jacket staring a whole pizza.	41.186254	-111.948266	United States	./database/coco_tag/374982.png	chair; chair; chair; chair; person; cup; cup; pizza; dining table; person; chair; dining table; dining table; 	./database/coco_key/374982.png	./database/coco_stuff/374982.png	floor-other; plastic; table; other; 																																																			
http://flickr.com/photo.gne?id=6602610383_1aac075f98_z.jpg	http://farm8.staticflickr.com/7160/6602610383_1aac075f98_z.jpg	2011-10-29 10:27:21	2011-12-30	Stazione Centrale	JasonParis	Toronto, Canada	The station is served by national and international routes, with both long-distance and regional lines. Daily international destinations include Bern, Lugano, Geneva, Zurich, Paris, Vienna, Barcelona and Munich.	882	board; clock; fascist; Italia; Italy; Lombardia; Lombardy; Milan; Milan Central; Milano; Milano Centrale; rail; railway; railway station; station; Stazione Centrale; train station; train time; Ulisse Stacchini; 	A electronic sign at an airport listing the flights.	A station with departing times on the board.	A flight board in an airplane from 10-29-2011.	A timetable for flight arrivals and departures. 	A foreign airline status board with a clock.	45.485319	9.203517	Italy	./database/coco_tag/355169.png	clock; 	NULL	./database/coco_stuff/355169.png	metal; wall-concrete; other; 																																																			
http://flickr.com/photo.gne?id=2785570918_d1b9b5a6f6_z.jpg	http://farm4.staticflickr.com/3117/2785570918_d1b9b5a6f6_z.jpg	2008-08-21 19:08:27	2008-08-21	Crust & Crumble Pizzeria and Bakery, Asbury Park, NJ	Jazz Guy	New Jersey, United States	Into the oven with the pizza...	447	Asbury; Park; Crust; Crumble; Bakery; Pizzaria; Jersey; Shore; Asbury Park; New Jersey; United States; Crust and Crumble Bakery & Pizzaria; Jersey Shore; Pizza; 	A man placing a pizza pie in the oven	A chef is pulling a pizza out of a pizza oven	A pizza chef putting a pizza in an oven in a professional kitchen.	people in kitchen taking a pizza out of an oven.	Two people in a commercial kitchen making pizza.	40.215277	-74.011861	United States	./database/coco_tag/424349.png	person; pizza; oven; oven; person; pizza; 	./database/coco_key/424349.png	./database/coco_stuff/424349.png	cardboard; clothes; metal; shelf; wall-brick; wall-concrete; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=5495196957_335d3637c7_z.jpg	http://farm6.staticflickr.com/5259/5495196957_335d3637c7_z.jpg	2010-12-09 12:23:16	2011-03-04	Zürich, Switzerland	JasonParis	Toronto, Canada	Zürich Hauptbahnhof!	178	Zurich; Switzerland; Rail; Station; Hauptbahnhof; Clock; Railway; 	A group of people milling about inside a large space in the winter.	A group of people walking across an airport.	Many people at a convention inside of a large building 	People walking and loitering around a train station clock and ticket machines	a large crowd of people walking through town near a large clock display with a christmas tree in the background	47.377778	8.53878	Switzerland	./database/coco_tag/282298.png	clock; backpack; handbag; person; person; person; person; person; person; backpack; clock; person; person; person; person; person; person; person; person; 	./database/coco_key/282298.png	./database/coco_stuff/282298.png	building-other; ceiling-other; clothes; floor-tile; furniture-other; light; metal; wall-other; window-other; other; 																																																			
http://flickr.com/photo.gne?id=8148291355_4acc3dc84e_z.jpg	http://farm9.staticflickr.com/8193/8148291355_4acc3dc84e_z.jpg	2012-11-02 17:48:51	2012-11-02	Crouch End clock tower	David	NULL		89	flickrandroidapp:filter=none; 	A clock tower by street next to cars at night.	A clock tower that is sitting in the middle of the street.	A clock that is sitting on the side of a tower.	A view of a clock tower, in the middle of the night.	A large tower with a clock on it sitting near a road.	51.579722	-0.123612	United Kingdom	./database/coco_tag/157756.png	clock; person; person; person; person; person; car; person; bicycle; traffic light; traffic light; traffic light; traffic light; handbag; person; truck; person; person; person; car; 	./database/coco_key/157756.png	./database/coco_stuff/157756.png	building-other; clothes; pavement; sky-other; structural-other; tree; other; 																																																			
http://flickr.com/photo.gne?id=2047944787_da096c6284_z.jpg	http://farm3.staticflickr.com/2327/2047944787_da096c6284_z.jpg	2007-11-13 16:01:51	2007-11-19	20071113-160150 People with umbrellas	DruhScoff	Sydney, Australia	People with umbrellas	22		A woman with an umbrella is walking past a bus.	A woman holding an umbrella walks past the side of a bus with a large advertisement on the side. 	Woman walking next to commuter bus with umbrella on rainy day.	a woman walking down the sidewalk next to a bus	A woman holding an umbrella and walking beside a bus.	3.157399	101.712026	Malaysia	./database/coco_tag/333745.png	umbrella; umbrella; bus; person; handbag; chair; chair; chair; chair; chair; chair; 	./database/coco_key/333745.png	./database/coco_stuff/333745.png	road; other; 																																																			
http://flickr.com/photo.gne?id=6645582823_0056e535a9_z.jpg	http://farm8.staticflickr.com/7151/6645582823_0056e535a9_z.jpg	2011-12-24 16:09:39	2012-01-06	City bike shop	Su Yin Khoo	Auckland, New Zealand		30	Australia; Sydney; Manly; bicycle; 	A bunch of different bikes on a wooden floor.	a row of bicycles for sale in a store	Bikes are lined up in the store on the floor	A pink bike in a bike shop with hardwood floors.	A row of bikes parked next to each other.	-33.847167	151.2195	Australia	./database/coco_tag/55022.png	bicycle; bicycle; bicycle; bicycle; bicycle; person; person; bicycle; bicycle; 	./database/coco_key/55022.png	./database/coco_stuff/55022.png	ceiling-other; counter; door-stuff; floor-other; floor-wood; furniture-other; metal; pavement; roof; shelf; tree; wall-concrete; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=5875095353_80df6e61c4_z.jpg	http://farm6.staticflickr.com/5030/5875095353_80df6e61c4_z.jpg	2011-06-26 18:20:11	2011-06-27	The bathroom at Vdara	Mike Murry	Bellevue, United States		403	Las Vegas; Vdara; 	A bathroom sink and mirror reflecting the shower and bathtub.	A sink that is in front of a mirror.	A CONTEMPORARY BATHROOM THAT HAS A VERY LARGE MIRROR	A bathroom with a sink, tub, shower head and mirror.	The vanity features a very contemporary style motif.	36.109116	-115.178797	United States	./database/coco_tag/557172.png	bottle; toilet; sink; bottle; 	NULL	./database/coco_stuff/557172.png	counter; furniture-other; light; metal; mirror-stuff; plastic; wall-concrete; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=4217307645_edddb58325_z.jpg	http://farm3.staticflickr.com/2521/4217307645_edddb58325_z.jpg	2006-09-09 15:32:56	2009-12-27	Junction Town Gentlemen	Adam Cohn	Seattle, US	As we waited for a motorcycle to be fixed, a couple of gentlemen watched us over a game of billiards.	743	Qinghai; China; fashion; suits; sport coat; hats; pool; billiards; motorcycle; Kham; ཁམས; 康巴; Kāngbā; 	Two men wearing suits and hats are walking together.	Two men in blazers and fedoras with a moped in the background.	Two men who are wearing suits and hats standing next to each other.	two men wearing hats standing next to each other	Two men are dressed in blazers and hats in a rural village area.	32.979511	98.096008	China	./database/coco_tag/69213.png	person; person; motorcycle; person; person; person; person; person; 	./database/coco_key/69213.png	./database/coco_stuff/69213.png	building-other; dirt; fence; house; road; wall-stone; other; 																																																			
http://flickr.com/photo.gne?id=7607618094_78c23b097e_z.jpg	http://farm8.staticflickr.com/7127/7607618094_78c23b097e_z.jpg	2011-05-12 23:38:37	2012-07-20	True	Adam Cohn	Seattle, US	A motorcycle repairman trues a wheel in Hanoi	656	xe mô tô; motorcycle; moto; motorbike; market; Adam Cohn; www.adamcohn.com; Hanoi; Vietnam; 	a man is working on a hub cap on the ground	A man sitting on the ground, fixing a motorcycle wheel.	A man in a green shirt working on a rim.	a man in a green shirt a rim and motorcycle	a man fixing a tire for a motorcycle	21.029351	105.845557	Vietnam	./database/coco_tag/13177.png	bicycle; motorcycle; person; 	./database/coco_key/13177.png	./database/coco_stuff/13177.png	cardboard; fence; floor-other; metal; road; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=8872308635_2189ecfdbf_z.jpg	http://farm6.staticflickr.com/5333/8872308635_2189ecfdbf_z.jpg	2013-03-05 07:35:38	2013-05-29	Tanzania-Masek-SafariDrive-138	Colin J. McMechan	NULL	Giraffe with zebra at Lake Masek	426	Lake Masek; Tanzania; giraffe; safari; lesser flamingo; d7000; Nikon; 	A giraffe and a zebra checking each other out.	A giraffe and a zebra are on a grassy field by the water.	A giraffe and a zebra walking through an African plain.	A giraffe looks down at a zebra on the field	a zebra and a giraffe in the wild	-3.030469	35.040206	Tanzania	./database/coco_tag/159977.png	zebra; giraffe; bird; bird; 	NULL	./database/coco_stuff/159977.png	bush; dirt; grass; river; sand; other; 																																																			
http://flickr.com/photo.gne?id=8171276414_19d5eb8e3f_z.jpg	http://farm9.staticflickr.com/8347/8171276414_19d5eb8e3f_z.jpg	2012-11-03 15:14:51	2012-11-10	Multimodal	Oran Viriyincy	Santa Barbara, United States	Jitney, bike, MTS bus, MTS trolley, freight train, shot from a ped/bike bridge	2143	bicycle; bus; jitney; light rail; McDonalds; MTS; New Flyer; platform; San Diego; San Ysidro; Siemens-Duewag; station; Tijuana; train; tram; transit; trolley; van; 	A street filled with buses and a white van.	Electric trolleys, bus, limo bus, and bicycle on a street.	Trains and buses in a town with a large mountain behind it.	Several buses are gathered on a street with palm trees.	Several buses on a street near a covered bus stop.	32.5445	-117.03	United States	./database/coco_tag/429109.png	bicycle; bus; train; train; person; person; person; car; person; bus; 	./database/coco_key/429109.png	./database/coco_stuff/429109.png	banner; building-other; bush; ceiling-other; dirt; metal; mountain; pavement; plant-other; road; sky-other; textile-other; tree; wall-concrete; window-other; other; 																																																			
http://flickr.com/photo.gne?id=3301849069_770c496693_z.jpg	http://farm4.staticflickr.com/3639/3301849069_770c496693_z.jpg	2007-08-27 09:05:37	2009-02-23	giraffe	Rainy McAwesome	Colorado Springs, USA		22	cheyenne mountain; zoo; colorado springs; colorado; giraffe; 	A group of giraffe standing next to each other on a dirt field.	Ten giraffes loitering around a building out in the day.	A giraffe and its herd standing in an enclosure.	a couple of giraffes are standing in a field	A group of giraffes are gathered together in their enclosure	38.790402	-104.867892	United States	./database/coco_tag/320425.png	giraffe; giraffe; giraffe; giraffe; giraffe; giraffe; giraffe; giraffe; giraffe; giraffe; 	NULL	./database/coco_stuff/320425.png	bush; dirt; grass; mountain; rock; roof; sky-other; straw; structural-other; tree; wall-brick; wall-stone; wood; other; 																																																			
http://flickr.com/photo.gne?id=3301853319_635e7fd104_z.jpg	http://farm4.staticflickr.com/3315/3301853319_635e7fd104_z.jpg	2007-08-27 09:07:34	2009-02-23	giraffe	Rainy McAwesome	Colorado Springs, USA		87	cheyenne mountain; zoo; colorado springs; colorado; giraffe; 	A giraffe stands alone outdoors at the zoo.	A closeup of a giraffe's head in front of a hilly forest.	Giraffe from the zoo staring into the distance.	a giraffe's head at a zoo with a mountain in the background	the neck and head of a giraffe at the zoo	38.790402	-104.867892	United States	./database/coco_tag/471567.png	person; giraffe; person; person; 	./database/coco_key/471567.png	./database/coco_stuff/471567.png	bush; cage; clouds; mountain; roof; tree; wall-other; other; 																																																			
http://flickr.com/photo.gne?id=7722123984_0d123099bd_z.jpg	http://farm8.staticflickr.com/7273/7722123984_0d123099bd_z.jpg	2012-07-29 13:31:15	2012-08-06	127 Henry Street, New York, NY	Zach Korb	Brooklyn, NY, USA		927	New York; United States; manhattan; two; bridges; storefront; apartment; building; tenement; gate; street; hydrant; graffiti; red; brick; green; awning; les; chinatown; nyc; fire; escape; 	A red brick building with a graffiti covered front.	A graffiti-ridden building in an urban setting, a fire hydrant at curbside.	The building in the city has been vandalized.	A fire hydrant on the side of the street.	a red bricked building with a green door and graffiti	40.718897	-73.9907	United States	./database/coco_tag/8899.png	fire hydrant; bicycle; 	NULL	./database/coco_stuff/8899.png	gravel; house; pavement; road; wall-other; other; 																																																			
